UsageDate,ServiceName,Region,ProjectTag,CostINR
2023-04-10,CloudFront/CDN,ap-south-1,Project:Finance,419.72
2023-04-10,ElastiCache/Cache,ap-south-1,Project:Testing,254.75
2023-04-10,S3/Storage,us-west-2,Project:Marketing,331.36
2023-04-10,EBS/Storage,ap-south-1,Project:Production,330.12
2023-04-10,RDS/Database,us-east-1,Project:Testing,663.18
2023-04-11,S3/Storage,ap-south-1,Project:Marketing,311.17
2023-04-11,VPC/Networking,us-east-1,Project:Backup,293.52
2023-04-11,EC2/Compute,ap-south-1,Project:Analytics,1854.59
2023-04-12,CloudFront/CDN,ap-southeast-1,Project:Development,382.68
2023-04-12,EBS/Storage,us-west-2,Project:Finance,342.32
2023-04-12,RDS/Database,eu-west-1,Project:Finance,619.28
2023-04-12,Lambda/Functions,us-west-2,Project:Backup,190.2
2023-04-12,S3/Storage,ap-southeast-1,Project:Staging,355.44
2023-04-13,EBS/Storage,us-east-1,Project:Production,142.94
2023-04-13,EC2/Compute,ap-southeast-1,Project:Analytics,862.26
2023-04-13,CloudFront/CDN,eu-west-1,Project:Backup,516.16
2023-04-13,VPC/Networking,eu-west-1,Project:Staging,239.08
2023-04-14,ElastiCache/Cache,eu-west-1,Project:Backup,1047.71
2023-04-14,VPC/Networking,us-west-2,Project:Testing,100.06
2023-04-14,RDS/Database,ap-south-1,Project:Backup,1123.14
2023-04-14,CloudFront/CDN,ap-south-1,Project:Backup,380.74
2023-04-15,EC2/Compute,ap-southeast-1,Project:Marketing,1206.6
2023-04-15,VPC/Networking,us-east-1,Project:Marketing,145.56
2023-04-16,S3/Storage,eu-west-1,Project:Production,123.1
2023-04-16,EBS/Storage,eu-west-1,Project:Finance,117.03
2023-04-17,RDS/Database,us-east-1,Project:Analytics,810.28
2023-04-17,EC2/Compute,eu-west-1,Project:Finance,592.06
2023-04-17,CloudFront/CDN,eu-west-1,Project:Development,447.7
2023-04-17,VPC/Networking,ap-southeast-1,Project:Backup,201.4
2023-04-18,VPC/Networking,ap-south-1,Project:Finance,223.0
2023-04-18,EBS/Storage,us-east-1,Project:Testing,249.66
2023-04-18,CloudFront/CDN,ap-southeast-1,Project:Backup,275.32
2023-04-18,EC2/Compute,ap-south-1,Project:Testing,1430.88
2023-04-19,ElastiCache/Cache,us-east-1,Project:Backup,181.01
2023-04-19,Lambda/Functions,ap-south-1,Project:Staging,189.83
2023-04-19,EBS/Storage,us-east-1,Project:Analytics,187.77
2023-04-19,CloudFront/CDN,us-east-1,Project:Finance,356.14
2023-04-19,VPC/Networking,ap-south-1,Project:Marketing,156.31
2023-04-20,RDS/Database,us-west-2,Project:Production,616.0
2023-04-20,VPC/Networking,us-west-2,Project:Analytics,177.27
2023-04-20,EC2/Compute,ap-south-1,Project:Finance,908.82
2023-04-20,CloudFront/CDN,us-east-1,Project:Staging,1353.55
2023-04-20,EBS/Storage,ap-southeast-1,Project:Backup,204.82
2023-04-20,Lambda/Functions,us-east-1,Project:Testing,149.17
2023-04-21,CloudFront/CDN,ap-south-1,Project:Marketing,430.67
2023-04-21,EBS/Storage,eu-west-1,Project:Marketing,220.14
2023-04-21,S3/Storage,eu-west-1,Project:Staging,457.2
2023-04-21,Lambda/Functions,eu-west-1,Project:Marketing,154.65
2023-04-21,RDS/Database,us-west-2,Project:Staging,572.75
2023-04-21,ElastiCache/Cache,ap-southeast-1,Project:Finance,151.78
2023-04-22,S3/Storage,ap-south-1,Project:Marketing,255.31
2023-04-22,RDS/Database,eu-west-1,Project:Backup,660.32
2023-04-22,Lambda/Functions,us-east-1,Project:Finance,101.4
2023-04-22,EBS/Storage,eu-west-1,Project:Production,173.86
2023-04-23,CloudFront/CDN,ap-south-1,Project:Staging,248.31
2023-04-23,EC2/Compute,us-east-1,Project:Development,799.76
2023-04-23,ElastiCache/Cache,ap-southeast-1,Project:Development,54.69
2023-04-23,S3/Storage,ap-south-1,Project:Staging,183.8
2023-04-24,CloudFront/CDN,eu-west-1,Project:Finance,548.82
2023-04-24,Lambda/Functions,us-west-2,Project:Production,143.84
2023-04-24,S3/Storage,us-east-1,Project:Development,432.94
2023-04-24,EC2/Compute,ap-southeast-1,Project:Backup,762.29
2023-04-25,EBS/Storage,ap-southeast-1,Project:Backup,292.56
2023-04-25,S3/Storage,us-east-1,Project:Finance,543.02
2023-04-25,EC2/Compute,ap-south-1,Project:Backup,1570.89
2023-04-25,ElastiCache/Cache,eu-west-1,Project:Production,734.96
2023-04-26,EC2/Compute,ap-southeast-1,Project:Analytics,1290.04
2023-04-26,S3/Storage,eu-west-1,Project:Staging,183.65
2023-04-26,RDS/Database,eu-west-1,Project:Testing,1875.75
2023-04-26,ElastiCache/Cache,eu-west-1,Project:Testing,178.25
2023-04-27,EC2/Compute,us-west-2,Project:Backup,1029.37
2023-04-27,EBS/Storage,us-west-2,Project:Testing,207.43
2023-04-27,VPC/Networking,us-west-2,Project:Production,131.88
2023-04-28,EBS/Storage,eu-west-1,Project:Development,255.34
2023-04-28,ElastiCache/Cache,us-east-1,Project:Development,261.91
2023-04-28,EC2/Compute,eu-west-1,Project:Finance,1682.45
2023-04-28,CloudFront/CDN,eu-west-1,Project:Finance,298.67
2023-04-28,VPC/Networking,us-west-2,Project:Analytics,249.79
2023-04-29,Lambda/Functions,ap-south-1,Project:Finance,84.34
2023-04-29,RDS/Database,us-west-2,Project:Backup,584.3
2023-04-30,EBS/Storage,ap-south-1,Project:Finance,203.3
2023-04-30,ElastiCache/Cache,us-west-2,Project:Development,178.12
2023-04-30,CloudFront/CDN,ap-south-1,Project:Development,212.33
2023-04-30,S3/Storage,ap-south-1,Project:Staging,204.77
2023-05-01,RDS/Database,us-east-1,Project:Staging,639.87
2023-05-01,Lambda/Functions,ap-south-1,Project:Analytics,226.92
2023-05-01,CloudFront/CDN,ap-southeast-1,Project:Production,504.44
2023-05-01,ElastiCache/Cache,ap-southeast-1,Project:Development,120.6
2023-05-02,VPC/Networking,us-east-1,Project:Staging,233.67
2023-05-02,ElastiCache/Cache,us-east-1,Project:Analytics,119.9
2023-05-02,RDS/Database,us-east-1,Project:Analytics,686.08
2023-05-03,Lambda/Functions,ap-southeast-1,Project:Backup,120.47
2023-05-03,EC2/Compute,us-east-1,Project:Marketing,1079.58
2023-05-03,ElastiCache/Cache,us-west-2,Project:Analytics,157.08
2023-05-04,CloudFront/CDN,eu-west-1,Project:Backup,404.69
2023-05-04,S3/Storage,ap-south-1,Project:Analytics,289.02
2023-05-04,VPC/Networking,us-west-2,Project:Production,218.78
2023-05-04,EBS/Storage,eu-west-1,Project:Development,259.26
2023-05-04,EC2/Compute,ap-south-1,Project:Analytics,974.1
2023-05-04,RDS/Database,us-west-2,Project:Staging,633.7
2023-05-05,VPC/Networking,us-east-1,Project:Production,230.63
2023-05-05,S3/Storage,us-east-1,Project:Staging,365.5
2023-05-05,CloudFront/CDN,us-east-1,Project:Analytics,350.81
2023-05-05,EC2/Compute,us-east-1,Project:Staging,929.22
2023-05-06,S3/Storage,eu-west-1,Project:Staging,255.68
2023-05-06,ElastiCache/Cache,us-west-2,Project:Production,132.36
2023-05-06,CloudFront/CDN,ap-south-1,Project:Finance,167.22
2023-05-07,S3/Storage,eu-west-1,Project:Production,179.63
2023-05-07,VPC/Networking,ap-south-1,Project:Staging,163.02
2023-05-07,EBS/Storage,ap-southeast-1,Project:Backup,440.35
2023-05-07,RDS/Database,ap-south-1,Project:Testing,656.01
2023-05-08,VPC/Networking,ap-southeast-1,Project:Testing,112.54
2023-05-08,EBS/Storage,us-east-1,Project:Analytics,272.99
2023-05-08,Lambda/Functions,eu-west-1,Project:Testing,155.66
2023-05-08,ElastiCache/Cache,ap-southeast-1,Project:Staging,109.47
2023-05-08,S3/Storage,ap-south-1,Project:Testing,238.07
2023-05-08,CloudFront/CDN,eu-west-1,Project:Staging,475.64
2023-05-09,ElastiCache/Cache,us-east-1,Project:Staging,107.93
2023-05-09,EBS/Storage,ap-southeast-1,Project:Production,252.16
2023-05-09,RDS/Database,us-west-2,Project:Staging,572.08
2023-05-10,S3/Storage,ap-south-1,Project:Finance,241.54
2023-05-10,CloudFront/CDN,ap-southeast-1,Project:Staging,343.45
2023-05-10,EC2/Compute,us-west-2,Project:Analytics,1245.55
2023-05-10,EBS/Storage,eu-west-1,Project:Marketing,320.97
2023-05-10,VPC/Networking,ap-southeast-1,Project:Backup,185.44
2023-05-11,VPC/Networking,us-east-1,Project:Marketing,147.25
2023-05-11,EBS/Storage,ap-south-1,Project:Staging,98.01
2023-05-11,EC2/Compute,ap-south-1,Project:Staging,1488.43
2023-05-11,Lambda/Functions,ap-south-1,Project:Analytics,174.28
2023-05-11,RDS/Database,us-west-2,Project:Finance,1116.61
2023-05-11,ElastiCache/Cache,eu-west-1,Project:Finance,158.04
2023-05-12,VPC/Networking,us-east-1,Project:Production,224.28
2023-05-12,ElastiCache/Cache,ap-southeast-1,Project:Testing,156.82
2023-05-12,CloudFront/CDN,us-west-2,Project:Finance,328.7
2023-05-12,EBS/Storage,ap-south-1,Project:Backup,293.56
2023-05-12,Lambda/Functions,ap-south-1,Project:Production,146.12
2023-05-13,VPC/Networking,ap-southeast-1,Project:Finance,138.1
2023-05-13,S3/Storage,us-west-2,Project:Production,220.21
2023-05-14,ElastiCache/Cache,us-east-1,Project:Analytics,599.65
2023-05-14,Lambda/Functions,ap-southeast-1,Project:Testing,116.89
2023-05-14,VPC/Networking,eu-west-1,Project:Marketing,678.64
2023-05-14,EC2/Compute,us-east-1,Project:Testing,773.55
2023-05-15,RDS/Database,us-west-2,Project:Marketing,732.61
2023-05-15,VPC/Networking,ap-southeast-1,Project:Backup,180.33
2023-05-15,Lambda/Functions,us-east-1,Project:Production,169.21
2023-05-15,EBS/Storage,us-east-1,Project:Production,275.3
2023-05-15,EC2/Compute,ap-southeast-1,Project:Analytics,1102.48
2023-05-16,ElastiCache/Cache,eu-west-1,Project:Development,280.77
2023-05-16,EBS/Storage,us-east-1,Project:Staging,312.67
2023-05-16,Lambda/Functions,ap-south-1,Project:Backup,141.49
2023-05-17,CloudFront/CDN,us-east-1,Project:Testing,534.27
2023-05-17,EBS/Storage,ap-south-1,Project:Testing,125.95
2023-05-17,ElastiCache/Cache,eu-west-1,Project:Production,166.03
2023-05-18,S3/Storage,ap-southeast-1,Project:Finance,230.54
2023-05-18,RDS/Database,us-west-2,Project:Development,437.51
2023-05-18,EBS/Storage,eu-west-1,Project:Production,277.84
2023-05-18,VPC/Networking,ap-south-1,Project:Analytics,291.6
2023-05-18,CloudFront/CDN,us-west-2,Project:Development,412.85
2023-05-18,ElastiCache/Cache,eu-west-1,Project:Production,168.68
2023-05-19,Lambda/Functions,eu-west-1,Project:Finance,183.85
2023-05-19,EBS/Storage,us-east-1,Project:Marketing,161.94
2023-05-19,ElastiCache/Cache,us-west-2,Project:Analytics,174.84
2023-05-19,CloudFront/CDN,ap-southeast-1,Project:Testing,435.25
2023-05-19,S3/Storage,ap-south-1,Project:Marketing,372.2
2023-05-19,RDS/Database,us-east-1,Project:Development,367.65
2023-05-20,S3/Storage,us-west-2,Project:Analytics,277.55
2023-05-20,ElastiCache/Cache,ap-south-1,Project:Analytics,140.46
2023-05-20,EC2/Compute,us-east-1,Project:Finance,773.72
2023-05-21,EC2/Compute,eu-west-1,Project:Marketing,917.11
2023-05-21,EBS/Storage,us-east-1,Project:Staging,282.02
2023-05-21,Lambda/Functions,us-west-2,Project:Analytics,112.85
2023-05-21,VPC/Networking,eu-west-1,Project:Analytics,166.69
2023-05-22,S3/Storage,ap-southeast-1,Project:Marketing,273.04
2023-05-22,RDS/Database,us-west-2,Project:Backup,646.51
2023-05-22,Lambda/Functions,us-west-2,Project:Backup,186.25
2023-05-22,ElastiCache/Cache,us-east-1,Project:Finance,145.75
2023-05-23,EC2/Compute,eu-west-1,Project:Backup,1256.16
2023-05-23,RDS/Database,ap-south-1,Project:Staging,921.24
2023-05-23,CloudFront/CDN,us-west-2,Project:Analytics,445.67
2023-05-23,EBS/Storage,eu-west-1,Project:Backup,323.79
2023-05-23,Lambda/Functions,ap-south-1,Project:Testing,135.84
2023-05-24,EBS/Storage,ap-southeast-1,Project:Staging,228.59
2023-05-24,VPC/Networking,eu-west-1,Project:Development,179.49
2023-05-24,RDS/Database,ap-south-1,Project:Production,621.53
2023-05-24,Lambda/Functions,us-west-2,Project:Testing,143.88
2023-05-25,Lambda/Functions,us-east-1,Project:Backup,118.74
2023-05-25,EBS/Storage,us-west-2,Project:Analytics,305.87
2023-05-25,VPC/Networking,ap-southeast-1,Project:Analytics,250.49
2023-05-25,ElastiCache/Cache,ap-southeast-1,Project:Production,247.94
2023-05-25,S3/Storage,eu-west-1,Project:Staging,337.75
2023-05-26,S3/Storage,ap-south-1,Project:Production,340.61
2023-05-26,ElastiCache/Cache,ap-southeast-1,Project:Development,414.74
2023-05-26,EC2/Compute,ap-southeast-1,Project:Finance,1814.17
2023-05-26,VPC/Networking,ap-southeast-1,Project:Backup,114.28
2023-05-26,RDS/Database,ap-south-1,Project:Staging,567.05
2023-05-27,RDS/Database,us-east-1,Project:Marketing,791.91
2023-05-27,ElastiCache/Cache,us-east-1,Project:Development,150.89
2023-05-27,Lambda/Functions,ap-southeast-1,Project:Staging,115.63
2023-05-27,EC2/Compute,us-west-2,Project:Finance,852.51
2023-05-28,EC2/Compute,us-east-1,Project:Development,4220.95
2023-05-28,Lambda/Functions,us-east-1,Project:Testing,111.58
2023-05-28,ElastiCache/Cache,ap-southeast-1,Project:Finance,93.21
2023-05-29,CloudFront/CDN,us-west-2,Project:Analytics,486.56
2023-05-29,ElastiCache/Cache,ap-south-1,Project:Staging,195.7
2023-05-29,S3/Storage,us-west-2,Project:Analytics,346.02
2023-05-29,RDS/Database,ap-south-1,Project:Analytics,846.21
2023-05-30,CloudFront/CDN,ap-south-1,Project:Analytics,575.99
2023-05-30,VPC/Networking,us-west-2,Project:Backup,302.87
2023-05-30,Lambda/Functions,eu-west-1,Project:Finance,134.73
2023-05-30,EBS/Storage,us-east-1,Project:Development,206.57
2023-05-30,S3/Storage,ap-southeast-1,Project:Finance,412.85
2023-05-30,EC2/Compute,ap-south-1,Project:Testing,1381.42
2023-05-31,CloudFront/CDN,us-west-2,Project:Finance,310.07
2023-05-31,EC2/Compute,us-west-2,Project:Analytics,1574.11
2023-05-31,ElastiCache/Cache,eu-west-1,Project:Development,179.57
2023-05-31,EBS/Storage,us-west-2,Project:Analytics,261.09
2023-06-01,CloudFront/CDN,ap-south-1,Project:Production,655.1
2023-06-01,ElastiCache/Cache,ap-southeast-1,Project:Analytics,159.29
2023-06-01,RDS/Database,us-west-2,Project:Finance,546.76
2023-06-01,EC2/Compute,ap-southeast-1,Project:Backup,833.51
2023-06-01,S3/Storage,us-east-1,Project:Backup,341.38
2023-06-01,Lambda/Functions,ap-southeast-1,Project:Backup,158.74
2023-06-02,EC2/Compute,ap-southeast-1,Project:Development,963.39
2023-06-02,RDS/Database,us-west-2,Project:Backup,965.34
2023-06-02,Lambda/Functions,eu-west-1,Project:Staging,214.32
2023-06-03,VPC/Networking,ap-southeast-1,Project:Staging,112.2
2023-06-03,EC2/Compute,us-east-1,Project:Backup,1410.96
2023-06-03,CloudFront/CDN,us-east-1,Project:Staging,304.0
2023-06-04,ElastiCache/Cache,us-east-1,Project:Staging,139.67
2023-06-04,EBS/Storage,ap-south-1,Project:Finance,129.49
2023-06-05,VPC/Networking,ap-south-1,Project:Development,233.91
2023-06-05,CloudFront/CDN,ap-south-1,Project:Testing,441.92
2023-06-05,S3/Storage,eu-west-1,Project:Marketing,115.88
2023-06-05,EC2/Compute,us-west-2,Project:Testing,1670.42
2023-06-05,RDS/Database,ap-south-1,Project:Finance,890.25
2023-06-05,EBS/Storage,ap-southeast-1,Project:Production,279.3
2023-06-06,EBS/Storage,ap-southeast-1,Project:Backup,379.97
2023-06-06,VPC/Networking,us-east-1,Project:Analytics,221.23
2023-06-06,Lambda/Functions,us-west-2,Project:Marketing,260.11
2023-06-06,CloudFront/CDN,ap-southeast-1,Project:Finance,779.52
2023-06-06,ElastiCache/Cache,eu-west-1,Project:Finance,154.41
2023-06-07,ElastiCache/Cache,eu-west-1,Project:Development,216.66
2023-06-07,VPC/Networking,ap-southeast-1,Project:Staging,238.05
2023-06-07,EBS/Storage,us-west-2,Project:Backup,294.74
2023-06-08,Lambda/Functions,us-west-2,Project:Marketing,176.49
2023-06-08,VPC/Networking,eu-west-1,Project:Production,965.83
2023-06-08,S3/Storage,ap-southeast-1,Project:Staging,307.24
2023-06-08,EBS/Storage,us-west-2,Project:Backup,254.05
2023-06-08,CloudFront/CDN,ap-southeast-1,Project:Production,457.41
2023-06-09,S3/Storage,eu-west-1,Project:Testing,307.61
2023-06-09,EC2/Compute,ap-southeast-1,Project:Production,5937.98
2023-06-09,RDS/Database,us-east-1,Project:Development,3342.99
2023-06-09,EBS/Storage,us-west-2,Project:Staging,277.73
2023-06-09,VPC/Networking,eu-west-1,Project:Staging,195.02
2023-06-10,EBS/Storage,us-west-2,Project:Backup,70.05
2023-06-10,VPC/Networking,ap-southeast-1,Project:Development,211.49
2023-06-11,RDS/Database,us-west-2,Project:Testing,320.17
2023-06-11,S3/Storage,eu-west-1,Project:Marketing,326.93
2023-06-12,Lambda/Functions,ap-south-1,Project:Backup,161.55
2023-06-12,RDS/Database,us-west-2,Project:Testing,868.44
2023-06-12,ElastiCache/Cache,us-east-1,Project:Development,138.51
2023-06-13,RDS/Database,us-east-1,Project:Staging,686.23
2023-06-13,EBS/Storage,eu-west-1,Project:Testing,239.14
2023-06-13,Lambda/Functions,ap-south-1,Project:Marketing,256.15
2023-06-14,S3/Storage,eu-west-1,Project:Production,469.58
2023-06-14,CloudFront/CDN,ap-south-1,Project:Staging,586.22
2023-06-14,ElastiCache/Cache,us-west-2,Project:Backup,252.36
2023-06-15,ElastiCache/Cache,ap-south-1,Project:Production,153.47
2023-06-15,VPC/Networking,eu-west-1,Project:Testing,206.43
2023-06-15,CloudFront/CDN,ap-south-1,Project:Analytics,533.32
2023-06-15,EC2/Compute,us-west-2,Project:Backup,989.99
2023-06-16,EC2/Compute,us-east-1,Project:Marketing,1679.97
2023-06-16,CloudFront/CDN,us-east-1,Project:Analytics,446.72
2023-06-16,ElastiCache/Cache,ap-south-1,Project:Analytics,193.83
2023-06-17,VPC/Networking,eu-west-1,Project:Development,184.86
2023-06-17,S3/Storage,ap-south-1,Project:Testing,293.92
2023-06-17,CloudFront/CDN,us-west-2,Project:Testing,302.73
2023-06-18,S3/Storage,ap-southeast-1,Project:Staging,321.96
2023-06-18,VPC/Networking,ap-south-1,Project:Production,192.03
2023-06-18,RDS/Database,us-east-1,Project:Analytics,485.74
2023-06-19,ElastiCache/Cache,us-east-1,Project:Production,147.06
2023-06-19,VPC/Networking,us-west-2,Project:Marketing,257.16
2023-06-19,EC2/Compute,eu-west-1,Project:Marketing,1316.24
2023-06-19,S3/Storage,us-east-1,Project:Testing,409.55
2023-06-20,RDS/Database,us-east-1,Project:Staging,1200.76
2023-06-20,VPC/Networking,us-east-1,Project:Production,195.94
2023-06-20,S3/Storage,us-east-1,Project:Staging,714.61
2023-06-20,ElastiCache/Cache,ap-south-1,Project:Testing,204.14
2023-06-20,CloudFront/CDN,ap-southeast-1,Project:Finance,585.52
2023-06-20,EC2/Compute,eu-west-1,Project:Development,1240.45
2023-06-21,CloudFront/CDN,us-east-1,Project:Testing,684.43
2023-06-21,EC2/Compute,us-east-1,Project:Finance,970.34
2023-06-21,EBS/Storage,ap-southeast-1,Project:Finance,342.38
2023-06-21,RDS/Database,ap-southeast-1,Project:Staging,581.19
2023-06-22,EC2/Compute,ap-south-1,Project:Backup,5289.59
2023-06-22,Lambda/Functions,ap-south-1,Project:Marketing,187.85
2023-06-22,EBS/Storage,eu-west-1,Project:Marketing,142.6
2023-06-23,Lambda/Functions,us-east-1,Project:Analytics,176.79
2023-06-23,RDS/Database,ap-southeast-1,Project:Production,822.16
2023-06-23,ElastiCache/Cache,us-west-2,Project:Staging,208.98
2023-06-23,CloudFront/CDN,eu-west-1,Project:Production,523.4
2023-06-24,CloudFront/CDN,us-west-2,Project:Analytics,425.11
2023-06-24,S3/Storage,us-east-1,Project:Production,259.29
2023-06-24,ElastiCache/Cache,ap-south-1,Project:Analytics,136.31
2023-06-24,EC2/Compute,us-east-1,Project:Testing,1028.16
2023-06-25,VPC/Networking,ap-southeast-1,Project:Development,179.46
2023-06-25,ElastiCache/Cache,ap-south-1,Project:Development,147.84
2023-06-25,EC2/Compute,us-east-1,Project:Analytics,572.35
2023-06-26,Lambda/Functions,ap-southeast-1,Project:Finance,118.38
2023-06-26,VPC/Networking,ap-south-1,Project:Development,227.14
2023-06-26,EBS/Storage,us-west-2,Project:Testing,310.33
2023-06-26,RDS/Database,eu-west-1,Project:Staging,1129.35
2023-06-27,Lambda/Functions,us-west-2,Project:Backup,194.13
2023-06-27,EBS/Storage,eu-west-1,Project:Production,239.76
2023-06-27,ElastiCache/Cache,us-east-1,Project:Finance,215.32
2023-06-27,RDS/Database,eu-west-1,Project:Development,824.03
2023-06-28,RDS/Database,ap-southeast-1,Project:Production,999.4
2023-06-28,ElastiCache/Cache,us-east-1,Project:Staging,269.52
2023-06-28,VPC/Networking,ap-southeast-1,Project:Staging,262.5
2023-06-28,EC2/Compute,eu-west-1,Project:Testing,3468.86
2023-06-28,S3/Storage,us-east-1,Project:Testing,205.21
2023-06-29,EBS/Storage,eu-west-1,Project:Development,1254.92
2023-06-29,CloudFront/CDN,us-west-2,Project:Finance,257.19
2023-06-29,EC2/Compute,us-west-2,Project:Analytics,2024.56
2023-06-29,RDS/Database,ap-southeast-1,Project:Backup,4837.67
2023-06-29,VPC/Networking,us-east-1,Project:Development,266.38
2023-06-29,ElastiCache/Cache,ap-southeast-1,Project:Testing,228.13
2023-06-30,S3/Storage,ap-southeast-1,Project:Testing,403.68
2023-06-30,Lambda/Functions,ap-southeast-1,Project:Production,179.88
2023-06-30,CloudFront/CDN,us-east-1,Project:Staging,324.11
2023-06-30,RDS/Database,ap-southeast-1,Project:Analytics,804.24
2023-07-01,VPC/Networking,ap-southeast-1,Project:Finance,174.62
2023-07-01,CloudFront/CDN,ap-south-1,Project:Finance,270.65
2023-07-01,EC2/Compute,us-west-2,Project:Production,847.94
2023-07-01,Lambda/Functions,ap-southeast-1,Project:Finance,102.42
2023-07-02,EBS/Storage,ap-southeast-1,Project:Finance,160.43
2023-07-02,EC2/Compute,eu-west-1,Project:Production,649.09
2023-07-03,EC2/Compute,us-west-2,Project:Analytics,1081.51
2023-07-03,RDS/Database,eu-west-1,Project:Production,631.41
2023-07-03,S3/Storage,us-west-2,Project:Testing,451.83
2023-07-03,VPC/Networking,eu-west-1,Project:Finance,181.83
2023-07-04,CloudFront/CDN,ap-southeast-1,Project:Marketing,535.75
2023-07-04,VPC/Networking,us-west-2,Project:Staging,395.4
2023-07-04,EBS/Storage,us-east-1,Project:Development,311.85
2023-07-05,CloudFront/CDN,eu-west-1,Project:Testing,560.54
2023-07-05,EC2/Compute,eu-west-1,Project:Staging,1123.97
2023-07-05,Lambda/Functions,eu-west-1,Project:Production,575.78
2023-07-05,ElastiCache/Cache,us-west-2,Project:Development,221.21
2023-07-06,Lambda/Functions,ap-south-1,Project:Finance,147.46
2023-07-06,VPC/Networking,ap-southeast-1,Project:Finance,307.1
2023-07-06,EC2/Compute,ap-south-1,Project:Testing,1418.82
2023-07-06,RDS/Database,us-west-2,Project:Analytics,931.31
2023-07-06,S3/Storage,eu-west-1,Project:Marketing,586.86
2023-07-07,Lambda/Functions,eu-west-1,Project:Testing,153.79
2023-07-07,S3/Storage,eu-west-1,Project:Staging,301.8
2023-07-07,VPC/Networking,us-east-1,Project:Backup,346.72
2023-07-07,EC2/Compute,us-east-1,Project:Staging,1684.92
2023-07-07,RDS/Database,ap-south-1,Project:Production,1376.92
2023-07-08,VPC/Networking,us-east-1,Project:Marketing,193.47
2023-07-08,Lambda/Functions,us-east-1,Project:Finance,155.75
2023-07-09,EC2/Compute,ap-southeast-1,Project:Backup,1158.36
2023-07-09,ElastiCache/Cache,us-west-2,Project:Analytics,91.35
2023-07-10,RDS/Database,ap-south-1,Project:Backup,636.16
2023-07-10,EC2/Compute,ap-southeast-1,Project:Testing,1654.71
2023-07-10,CloudFront/CDN,us-east-1,Project:Marketing,1246.77
2023-07-10,Lambda/Functions,us-east-1,Project:Development,175.72
2023-07-10,VPC/Networking,us-west-2,Project:Testing,195.34
2023-07-10,ElastiCache/Cache,ap-south-1,Project:Development,224.41
2023-07-11,Lambda/Functions,eu-west-1,Project:Staging,204.15
2023-07-11,CloudFront/CDN,ap-southeast-1,Project:Marketing,550.47
2023-07-11,S3/Storage,ap-southeast-1,Project:Backup,454.96
2023-07-11,VPC/Networking,eu-west-1,Project:Backup,266.2
2023-07-11,RDS/Database,eu-west-1,Project:Staging,1045.93
2023-07-11,EC2/Compute,eu-west-1,Project:Production,1731.41
2023-07-12,VPC/Networking,ap-southeast-1,Project:Backup,264.48
2023-07-12,S3/Storage,us-east-1,Project:Marketing,209.49
2023-07-12,Lambda/Functions,eu-west-1,Project:Development,175.98
2023-07-13,Lambda/Functions,eu-west-1,Project:Production,130.74
2023-07-13,CloudFront/CDN,ap-southeast-1,Project:Marketing,325.26
2023-07-13,ElastiCache/Cache,us-east-1,Project:Development,271.59
2023-07-13,S3/Storage,eu-west-1,Project:Analytics,376.92
2023-07-13,VPC/Networking,ap-southeast-1,Project:Production,255.1
2023-07-14,Lambda/Functions,ap-southeast-1,Project:Staging,177.42
2023-07-14,ElastiCache/Cache,ap-southeast-1,Project:Testing,216.63
2023-07-14,RDS/Database,us-west-2,Project:Production,832.4
2023-07-14,EC2/Compute,us-east-1,Project:Testing,1443.69
2023-07-14,EBS/Storage,us-west-2,Project:Staging,368.71
2023-07-14,CloudFront/CDN,us-east-1,Project:Analytics,559.26
2023-07-15,VPC/Networking,ap-southeast-1,Project:Finance,149.11
2023-07-15,S3/Storage,us-east-1,Project:Development,221.92
2023-07-15,ElastiCache/Cache,ap-south-1,Project:Backup,138.91
2023-07-15,EBS/Storage,ap-south-1,Project:Marketing,214.12
2023-07-16,EC2/Compute,ap-south-1,Project:Development,883.72
2023-07-16,EBS/Storage,ap-southeast-1,Project:Testing,220.75
2023-07-17,CloudFront/CDN,eu-west-1,Project:Analytics,628.23
2023-07-17,EBS/Storage,ap-southeast-1,Project:Backup,655.67
2023-07-17,ElastiCache/Cache,us-west-2,Project:Analytics,957.57
2023-07-18,ElastiCache/Cache,us-west-2,Project:Testing,270.71
2023-07-18,Lambda/Functions,eu-west-1,Project:Production,159.62
2023-07-18,EC2/Compute,eu-west-1,Project:Marketing,1953.62
2023-07-18,RDS/Database,ap-southeast-1,Project:Finance,601.22
2023-07-18,VPC/Networking,ap-southeast-1,Project:Development,250.86
2023-07-19,Lambda/Functions,ap-south-1,Project:Analytics,183.06
2023-07-19,RDS/Database,ap-southeast-1,Project:Production,1293.67
2023-07-19,S3/Storage,ap-southeast-1,Project:Finance,382.68
2023-07-19,ElastiCache/Cache,ap-south-1,Project:Testing,263.11
2023-07-19,EBS/Storage,ap-south-1,Project:Production,378.57
2023-07-19,VPC/Networking,us-west-2,Project:Production,208.23
2023-07-20,ElastiCache/Cache,ap-southeast-1,Project:Finance,293.5
2023-07-20,RDS/Database,us-west-2,Project:Finance,870.01
2023-07-20,CloudFront/CDN,ap-southeast-1,Project:Development,753.35
2023-07-20,Lambda/Functions,ap-southeast-1,Project:Testing,159.42
2023-07-21,RDS/Database,us-west-2,Project:Staging,831.89
2023-07-21,EC2/Compute,ap-southeast-1,Project:Production,1284.68
